STATION,NAME,DATE,AWND,PRCP,SNOW,TAVG
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1975-11,,5.07,1.6,44.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1975-12,,7.67,2.6,41.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1976-01,,5.54,0,41.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1976-02,,4.73,0.5,40.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1976-03,,2.72,0.2,41.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1976-04,,1.67,0,49.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1976-05,,1.61,0,56.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1976-06,,0.63,0,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1976-07,,1.17,0,65.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1976-08,,2.71,0,64.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1976-09,,1.25,0,62.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1976-10,,2.07,0,54.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1976-11,,0.74,0,47.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1976-12,,1.86,0,44.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1977-01,,1.78,1,39.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1977-02,,1.58,0,48.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1977-03,,3.8,0.9,45.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1977-04,,0.56,0,53.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1977-05,,3.7,0,54.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1977-06,,0.54,0,63
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1977-07,,0.42,0,65.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1977-08,,3.58,0,68.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1977-09,,2.54,0,58.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1977-10,,2.6,0,52.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1977-11,,5.27,3.5,43.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1977-12,,6.47,0,42.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1978-01,,4.3,0,44.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1978-02,,3.59,0,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1978-03,,2.44,0,48.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1978-04,,4.19,0,49.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1978-05,,1.79,0,54.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1978-06,,0.75,0,64.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1978-07,,1.4,0,65.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1978-08,,1.19,0,65.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1978-09,,5.96,0,58.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1978-10,,0.98,0,54.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1978-11,,6.05,4.9,41.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1978-12,,1.37,0.2,37.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979-01,,2.25,0.6,37.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979-02,,5.32,0.4,42.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979-03,,1.56,0,49.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979-04,,0.81,0,50.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979-05,,0.88,0,57.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979-06,,0.46,0,62.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979-07,,0.73,0,67.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979-08,,1.02,0,63.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979-09,,2.07,0,62.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979-10,,3.38,0,54.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979-11,,1.94,0,43.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979-12,,11.85,1.2,44.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980-01,,4.09,8.9,34.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980-02,,5.04,2.5,43.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980-03,,2.11,0.1,44.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980-04,,3.23,0,51.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980-05,,0.98,0,54.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980-06,,1.77,0,57.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980-07,,0.46,0,63.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980-08,,0.64,0,61.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980-09,,1.43,0,59.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980-10,,1.32,0,53.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980-11,,7.15,0,46.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980-12,,7.4,0.3,44.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981-01,,2.43,0,44.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981-02,,4.46,1.1,44.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981-03,,2.23,0,48.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981-04,,1.59,0,49.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981-05,,1.34,0,54.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981-06,,2.32,0,57.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981-07,,1.39,0,63.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981-08,,0.25,0,68.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981-09,,3.42,0,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981-10,,6.4,0,50.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981-11,,4.07,0,47.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981-12,,5.56,0,41.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982-01,,5.36,7,39.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982-02,,7.57,0,42.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982-03,,3.74,2,44.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982-04,,2.07,0,47.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982-05,,0.63,0,54.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982-06,,1.03,0,63.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982-07,,0.59,0,62.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982-08,,0.62,0,65.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982-09,,1.49,0,60.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982-10,,4.07,0,52.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982-11,,5.31,0,43.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982-12,,6.86,0,40.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1983-01,,7.07,0,44.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1983-02,,4.56,0,46.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1983-03,,3.81,0,49.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1983-04,,1.06,0,50.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1983-05,,2.1,0,57.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1983-06,,1.86,0,59.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1983-07,,2.4,0,63.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1983-08,,1.9,0,65.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1983-09,,1.85,0,58.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1983-10,,1.34,0,51.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1983-11,,7.97,0,47.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1983-12,,5.02,0.3,36.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1984-01,9.2,3.63,0,43.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1984-02,8.7,3.91,0,44.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1984-03,8.3,3.91,0,48.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1984-04,8.9,2.87,0,48.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1984-05,8.9,3.37,0,52.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1984-06,8.1,2.81,0,58.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1984-07,8.3,0.17,0,65
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1984-08,7.6,0.13,0,64.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1984-09,8.3,1.01,0,59.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1984-10,8.3,2.14,0,49.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1984-11,10.1,8.09,0,44.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1984-12,8.7,4.95,2.4,36.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-01,6.5,0.58,0,37.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-02,8.9,2.63,5.7,39
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-03,9.2,2.56,0,43.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-04,10.1,1.31,0,49.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-05,8.7,0.86,0,54.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-06,8.3,2.8,0,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-07,7.8,0.1,0,68.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-08,8.1,0.55,0,65.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-09,8.3,1.98,0,58.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-10,9.8,5.74,0,51.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-11,9.2,4.27,17.5,35.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-12,6.3,1.78,1.7,36.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-01,9.2,8.55,0,44.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-02,8.7,4.42,1.1,42.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-03,8.3,2.67,0,49.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-04,8.9,1.39,0,48.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-05,8.5,1.72,0,55.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-06,8.9,0.68,0,62.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-07,9.2,1.1,0,61.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-08,7.8,0.1,0,68.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-09,7.8,1.9,0,59.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-10,6.9,4.21,0,54.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-11,9.4,7.98,0,45.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-12,8.7,3.67,0,41.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-01,8.7,5.98,1.4,40.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-02,9.2,2.05,0,46.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-03,8.7,5.53,0,48.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-04,9.4,2.61,0,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-05,9.4,2.38,0,56.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-06,9.6,0.17,0,62.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-07,8.7,0.39,0,64.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-08,8.5,0.29,0,66.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-09,7.8,0.91,0,62.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-10,7.4,0.31,0,55.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-11,8.5,3.22,0,48.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-12,8.5,6.11,0,39.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-01,9.2,4.07,0,40.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-02,9.6,0.71,0,44.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-03,10.1,3.75,0,45.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-04,9.8,3.2,0,50.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-05,8.9,3.02,0,54.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-06,8.7,1.57,0,59.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-07,9.2,0.5,0,65.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-08,8.7,0.28,0,65.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-09,8.5,1.75,0,60.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-10,7.6,2.24,0,55.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-11,10.5,8.43,0,45.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-12,8.5,3.48,0,41.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-01,9.6,2.77,1,40.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-02,8.9,3.43,5.8,35.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-03,9.6,5.8,7.4,43.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-04,9.6,2.8,0,53.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-05,8.5,2.78,0,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-06,8.5,1.14,0,63.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-07,8.1,0.64,0,64.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-08,8.3,0.89,0,65.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-09,8.1,0.54,0,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-10,8.3,2.98,0,53.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-11,9.8,6.12,0,46.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-12,7.4,4.79,0,42.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-01,11,9.42,0,42.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-02,11.6,3.72,9.8,39.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-03,8.3,2.58,0,47.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-04,8.3,2.54,0,52.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-05,8.1,1.98,0,54.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-06,8.3,3.05,0,59.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-07,8.1,0.58,0,68
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-08,7.6,0.71,0,67.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-09,7.4,0.06,0,63.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-10,8.9,5.8,0,51.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-11,11.4,10.7,0,46.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-12,10.3,3.63,3.9,35.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-01,8.7,4.46,0.4,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-02,8.9,4.69,0,47.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-03,9.4,4.67,2.5,44.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-04,8.9,6.54,0,49.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-05,8.5,1.39,0,54.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-06,8.9,1.29,0,58.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-07,8.5,0.28,0,66.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-08,7.8,2.17,0,66.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-09,7.8,0,0,62.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-10,7.8,1.31,0,52.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-11,8.9,5.33,0,47.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-12,8.7,3.31,0,43.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-01,9.4,7.83,0,43.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-02,7.6,3.09,0,47.2
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-03,7.2,1.68,0,50.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-04,9.4,4.12,0,53.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-05,8.9,0.12,0,59.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-06,8.5,1.14,0,64.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-07,8.1,0.89,0,66.7
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-08,8.3,0.66,0,66.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-09,8.7,1.15,0,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-10,8.1,2.45,0,54.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-11,8.3,5.57,0,45.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-12,10.3,4.09,6.7,38.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-01,9.4,4.09,1.3,37.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-02,8.1,0.35,1.4,42.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-03,8.7,4.8,0,48.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-04,8.7,4.55,0,50.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-05,8.9,2.87,0,59.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-06,8.5,2.49,0,60.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-07,7.6,1.27,0,61.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-08,8.5,0.16,0,65.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-09,7.2,0.03,0,61.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-10,6.7,1.54,0,55.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-11,8.9,2.2,0,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-12,7.6,4.48,0,41.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-01,6.3,2.51,0,44.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-02,7.8,4.47,2.1,40.4
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-03,7.6,3.17,0.2,48.5
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-04,7.2,2.28,0,52.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-05,8.5,1.44,0,58.1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-06,8.9,1.25,0,60.6
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-07,8.3,0.28,0,67.9
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-08,8.3,0.3,0,67.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-09,8.5,1.69,0,64.3
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-10,8.9,3.51,0,52.8
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-11,10.1,5.8,0,42.4
