"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-10",,"3.74","0.0","54.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-11",,"1.78","0.0","47.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-12",,"4.41","3.1","37.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1982-01",,"4.83","12.6","26.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1982-02",,"2.08","0.8","35.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1982-03",,"2.62","0.3","40.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1982-04",,"4.40","8.2","49.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1982-05",,"3.43","0.0","61.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1982-06",,"5.09","0.0","66.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1982-07",,"2.67","0.0","75.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1982-08",,"2.15","0.0","72.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1982-09",,"1.15","0.0","67.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1982-10",,"1.29","0.0","57.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1982-11",,"2.85","0.0","50.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1982-12",,"1.52","4.8","43.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1983-01",,"4.14","1.0","35.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1983-02",,"2.79","24.7","36.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1983-03",,"6.66","0.1","44.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1983-04",,"9.52","1.5","51.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1983-05",,"3.56","0.0","58.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1983-06",,"2.10","0.0","71.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1983-07",,"3.69","0.0","78.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1983-08",,"5.84","0.0","76.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1983-09",,"3.95","0.0","71.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1983-10",,"5.13","0.0","58.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1983-11",,"5.62","0.0","49.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1983-12",,"6.14","1.2","35.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1984-01","11.4","1.60","9.9","29.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1984-02","12.8","4.55","0.0","39.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1984-03","15.2","6.00","10.9","36.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1984-04","13.2","5.82","0.0","51.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1984-05","12.8","8.59","0.0","60.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1984-06","10.5","9.20","0.0","73.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1984-07","10.3","6.65","0.0","74.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1984-08","8.7","1.46","0.0","77.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1984-09","8.3","2.02","0.0","66.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1984-10","7.6","1.91","0.0","61.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1984-11","12.1","2.47","0.0","47.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1984-12","11.0","2.94","5.5","43.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1985-01","14.1","1.07","12.4","28.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1985-02","12.8","2.13","9.0","34.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1985-03","13.4","2.17","0.4","45.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1985-04","11.9","2.12","0.0","54.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1985-05","11.4","4.77","0.0","63.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1985-06","10.7","4.56","0.0","68.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1985-07","9.4","2.63","0.0","74.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1985-08","8.7","1.80","0.0","73.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1985-09","9.2","3.30","0.0","69.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1985-10","9.6","0.93","0.0","58.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1985-11","10.1","6.68","0.0","50.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1985-12","12.1","0.87","2.8","34.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1986-01","12.8","3.86","3.0","33.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1986-02","10.7","3.02","13.5","31.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1986-03","12.3","2.04","0.0","42.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1986-04","11.6","3.99","0.0","52.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1986-05","11.2","1.10","0.0","63.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1986-06","12.3","1.61","0.0","70.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1986-07","9.8","4.75","0.0","75.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1986-08","11.0","3.70","0.0","72.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1986-09","10.5","1.75","0.0","66.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1986-10","10.3","1.51","0.0","56.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1986-11","11.4","6.43","0.4","45.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1986-12","12.1","6.74","1.0","39.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-01","14.3","5.63","11.9","32.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-02","13.6","1.02","7.9","32.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-03","12.5","3.26","2.0","43.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04","12.3","4.74","0.0","51.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05","10.3","1.70","0.0","60.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06","10.3","4.22","0.0","71.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07","8.7","3.70","0.0","76.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08","9.8","3.85","0.0","72.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09","10.5","2.99","0.0","67.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-10","10.5","3.02","0.0","53.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-11","12.5","2.73","0.4","47.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-12","12.5","2.24","3.0","39.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1988-01","10.7","3.14","15.7","28.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1988-02","13.2","3.85","0.5","34.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1988-03","12.3","2.39","0.1","42.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1988-04","12.3","2.01","0.0","49.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1988-05","9.6","5.07","0.0","60.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1988-06","10.3","1.53","0.0","69.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1988-07","9.4","6.70","0.0","75.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1988-08","10.7","2.01","0.0","76.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1988-09","10.1","2.86","0.0","67.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1988-10","12.5","3.39","0.0","52.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1988-11","13.2","6.65","0.0","48.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1988-12","13.0","1.08","0.7","35.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1989-01","11.6","2.08","4.7","36.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1989-02","12.1","2.65","0.1","34.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1989-03","12.8","4.18","2.7","40.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1989-04","12.3","3.70","0.0","50.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1989-05","11.2","10.70","0.0","59.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1989-06","9.8","8.07","0.0","71.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1989-07","9.4","5.99","0.0","74.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1989-08","9.6","4.35","0.0","74.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1989-09","10.5","4.31","0.0","67.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1989-10","11.0","6.58","0.0","57.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1989-11","13.4","2.51","3.7","45.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1989-12","13.2","0.61","0.9","26.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1990-01","11.6","4.41","1.4","39.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1990-02","12.8","1.17","1.3","38.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1990-03","11.4","2.33","1.9","42.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1990-04","12.1","4.64","0.5","50.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1990-05","12.1","6.97","0.0","58.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1990-06","9.4","2.37","0.0","69.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1990-07","8.9","4.37","0.0","75.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1990-08","8.7","6.68","0.0","75.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1990-09","9.2","1.80","0.0","67.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1990-10","10.5","5.03","0.0","61.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1990-11","11.4","1.59","0.0","48.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1990-12","10.7","3.89","6.1","41.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1991-01","10.7","3.74","5.7","34.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1991-02","11.2","1.58","8.0","39.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1991-03","12.3","3.63","0.7","43.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1991-04","11.2","3.90","0.0","52.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1991-05","9.2","4.19","0.0","66.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1991-06","8.9","1.90","0.0","72.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1991-07","8.5","2.48","0.0","76.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1991-08","8.9","7.59","0.0","76.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1991-09","8.9","2.79","0.0","67.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1991-10","10.3","1.52","0.0","58.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1991-11","10.1","1.77","0.0","47.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1991-12","12.1","3.65","0.9","40.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1992-01","12.3","1.35","1.9","35.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1992-02","11.6","1.52","0.8","36.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1992-03","13.0","3.23","6.9","39.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1992-04","9.6","1.37","0.0","48.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1992-05","9.4","3.49","0.0","58.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1992-06","10.7","2.57","0.0","68.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1992-07","10.5","5.74","0.0","73.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1992-08","8.9","5.31","0.0","72.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1992-09","9.8","1.78","0.0","66.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1992-10","9.8","1.56","0.0","54.2"
